timestamp,psn,pca_eig0_stepsize_transient_label
2017-08-29 16:40:00,69,True
2017-08-29 16:50:00,69,True
2017-08-29 21:10:00,69,True
2017-08-31 09:00:00,69,True
2017-09-08 03:30:00,69,True
2017-09-09 21:40:00,69,True
2017-09-09 22:10:00,69,True
2017-09-10 04:50:00,69,True
2017-09-10 10:00:00,69,True
2017-09-11 07:30:00,69,True
2017-09-11 10:50:00,69,True
2017-09-11 12:00:00,69,True
2017-09-12 21:50:00,69,True
2017-09-13 00:20:00,69,True
2017-09-13 02:40:00,69,True
2017-09-13 08:40:00,69,True
2017-09-13 14:20:00,69,True
2017-09-15 03:10:00,69,True
2017-09-15 05:30:00,69,True
2017-09-15 06:30:00,69,True
2017-09-16 02:20:00,69,True
2017-09-16 10:50:00,69,True
2017-09-16 12:40:00,69,True
2017-09-16 14:10:00,69,True
2017-09-17 07:20:00,69,True
2017-09-19 10:30:00,69,True
2017-09-20 04:20:00,69,True
2017-09-20 05:30:00,69,True
2017-09-20 06:00:00,69,True
2017-09-20 07:20:00,69,True
2017-09-21 02:30:00,69,True
2017-09-24 10:30:00,69,True
2017-09-28 08:00:00,69,True
2017-10-01 00:20:00,69,True
2017-10-07 04:50:00,69,True
2017-10-08 05:20:00,69,True
2017-10-10 19:30:00,69,True
2017-10-11 09:40:00,69,True
2017-10-13 12:00:00,69,True
2017-10-16 06:00:00,69,True
2017-10-17 06:30:00,69,True
2017-10-17 11:20:00,69,True
2017-10-18 22:30:00,69,True
2017-10-19 05:00:00,69,True
2017-10-20 22:30:00,69,True
2017-10-21 12:00:00,69,True
2017-10-22 01:20:00,69,True
2017-10-24 05:40:00,69,True
2017-10-24 07:20:00,69,True
2017-11-17 22:30:00,69,True
2017-11-18 00:30:00,69,True
2017-11-18 09:50:00,69,True
2017-11-18 12:10:00,69,True
2017-11-19 11:50:00,69,True
2017-11-21 14:30:00,69,True
2017-11-21 17:20:00,69,True
2017-11-21 22:40:00,69,True
2017-11-23 17:10:00,69,True
2017-11-23 19:50:00,69,True
2017-11-25 20:00:00,69,True
2017-11-30 03:30:00,69,True
2017-11-30 06:10:00,69,True
2017-11-30 20:30:00,69,True
2017-12-01 05:10:00,69,True
2017-12-01 05:40:00,69,True
2017-12-01 10:20:00,69,True
2017-12-01 12:00:00,69,True
2017-12-02 05:10:00,69,True
2017-12-02 09:00:00,69,True
2017-12-03 16:20:00,69,True
2017-12-03 16:40:00,69,True
2017-12-03 18:30:00,69,True
2017-12-03 23:00:00,69,True
2017-12-04 10:10:00,69,True
